respondent_id,xyz_vaccine,seasonal_vaccine
15318,0.3,0.4
15319,0.0,0.5
15320,0.8,0.7
15321,0.8,1.0
15322,0.5,0.2
15323,0.9,0.6
15324,0.1,0.0
15325,1.0,1.0
15326,0.1,0.4
15327,0.4,0.7
15328,0.6,1.0
15329,0.0,0.3
15330,0.1,0.3
15331,0.1,0.1
15332,0.7,0.2
15333,0.1,0.1
15334,0.9,1.0
15335,0.8,0.9
15336,0.2,0.1
15337,0.0,0.1
15338,0.0,0.2
15339,0.0,0.1
15340,0.7,0.9
15341,0.5,0.8
15342,0.0,0.0
15343,0.4,0.6
15344,0.1,0.4
15345,0.7,0.9
15346,0.4,0.1
15347,0.2,0.4
15348,0.3,0.6
15349,0.8,0.9
15350,0.1,0.5
15351,0.0,0.9
15352,0.1,0.8
15353,0.2,0.5
15354,0.1,0.0
15355,0.1,0.3
15356,0.0,0.0
15357,0.3,0.7
15358,0.1,0.2
15359,0.1,0.9
15360,0.2,0.5
15361,0.3,0.9
15362,0.0,0.1
15363,0.1,0.3
15364,0.4,0.8
15365,0.0,0.1
15366,0.0,0.3
15367,0.3,0.8
15368,0.4,0.1
15369,0.3,0.3
15370,0.8,0.9
15371,0.2,0.4
15372,0.9,0.6
15373,0.1,0.2
15374,0.3,0.8
15375,0.1,0.8
15376,0.2,0.3
15377,0.2,0.8
15378,0.0,0.2
15379,0.8,0.9
15380,0.1,0.9
15381,0.2,0.1
15382,0.2,1.0
15383,0.1,0.2
15384,0.0,0.1
15385,0.7,0.1
15386,0.1,0.1
15387,0.8,0.9
15388,0.0,0.3
15389,0.1,0.5
15390,0.4,0.7
15391,0.0,0.2
15392,0.1,0.3
15393,0.0,0.5
15394,0.1,0.4
15395,0.5,0.7
15396,0.0,0.2
15397,0.0,0.2
15398,0.3,0.9
15399,0.1,0.7
15400,0.1,0.6
15401,0.0,0.2
15402,0.8,1.0
15403,0.1,0.2
15404,0.2,0.1
15405,0.2,0.6
15406,0.0,0.1
15407,0.8,1.0
15408,0.0,0.0
15409,0.2,0.4
15410,0.1,0.2
15411,0.1,0.3
15412,0.8,0.9
15413,0.0,0.0
15414,0.0,0.8
15415,0.0,0.6
15416,0.0,0.0
15417,0.1,0.2
15418,0.1,0.9
15419,0.9,1.0
15420,0.1,0.2
15421,0.1,0.2
15422,0.6,0.9
15423,0.0,0.1
15424,0.6,0.2
15425,0.0,0.1
15426,0.1,0.2
15427,0.7,0.9
15428,0.2,0.5
15429,0.2,0.7
15430,0.3,0.9
15431,0.1,0.3
15432,0.0,0.2
15433,0.1,0.4
15434,0.0,0.2
15435,0.0,0.1
15436,0.2,0.8
15437,0.5,0.8
15438,0.2,0.7
15439,0.2,0.3
15440,0.6,0.5
15441,0.1,0.3
15442,0.0,0.1
15443,0.3,0.7
15444,0.1,0.9
15445,0.0,0.1
15446,0.1,0.7
15447,0.5,1.0
15448,0.0,0.6
15449,0.7,0.8
15450,0.0,0.0
15451,0.2,0.3
15452,0.1,0.6
15453,0.3,0.3
15454,0.1,0.1
15455,0.0,0.1
15456,0.2,0.9
15457,0.2,0.6
15458,0.3,0.4
15459,0.2,0.2
15460,0.3,0.6
15461,0.8,0.9
15462,0.0,0.3
15463,0.1,0.7
15464,0.0,0.1
15465,0.1,0.3
15466,0.2,0.3
15467,0.2,0.4
15468,0.3,0.6
15469,0.0,0.5
15470,1.0,0.7
15471,0.0,0.0
15472,0.0,0.1
15473,0.1,0.4
15474,0.1,0.1
15475,0.3,0.3
15476,0.1,0.5
15477,0.0,0.2
15478,0.8,1.0
15479,0.1,0.4
15480,0.1,0.3
15481,0.0,0.1
15482,0.4,0.7
15483,0.0,0.6
15484,0.4,0.8
15485,0.1,0.8
15486,0.2,0.7
15487,0.1,0.9
15488,0.1,0.3
15489,0.0,0.1
15490,0.0,0.5
15491,0.4,0.5
15492,0.6,0.6
15493,0.0,0.1
15494,0.5,0.8
15495,0.1,0.3
15496,0.1,0.1
15497,0.0,0.9
15498,0.0,0.0
15499,0.0,0.1
15500,0.1,0.1
15501,0.3,0.4
15502,0.0,0.0
15503,0.1,0.2
15504,0.5,0.7
15505,0.0,0.0
15506,0.0,0.1
15507,0.0,0.7
15508,0.1,0.2
15509,0.1,0.2
15510,0.1,0.3
15511,0.2,0.3
15512,0.0,0.9
15513,0.1,0.3
15514,0.5,0.7
15515,0.2,0.4
15516,0.0,0.4
15517,0.2,0.1
15518,0.6,0.9
15519,0.1,0.6
15520,0.1,0.5
15521,0.1,0.3
15522,0.1,0.4
15523,0.1,0.1
15524,0.1,0.7
15525,0.1,0.7
15526,0.1,0.4
15527,0.0,0.0
15528,0.1,0.5
15529,0.8,0.8
15530,0.0,0.3
15531,0.1,0.2
15532,0.1,0.3
15533,0.2,0.7
15534,0.0,0.0
15535,0.0,0.1
15536,0.8,0.9
15537,0.1,0.4
15538,0.5,0.3
15539,0.1,0.6
15540,0.8,0.8
15541,0.1,0.1
15542,0.0,0.9
15543,0.5,0.7
15544,0.0,0.0
15545,0.9,1.0
15546,0.0,0.1
15547,0.1,0.3
15548,0.1,0.8
15549,0.0,0.0
15550,0.3,0.7
15551,0.0,0.6
15552,0.1,0.4
15553,0.0,0.4
15554,0.8,0.6
15555,0.8,0.4
15556,0.1,0.1
15557,0.3,0.2
15558,0.0,0.6
15559,0.5,0.5
15560,0.1,0.9
15561,0.2,0.3
15562,0.2,0.5
15563,0.1,0.6
15564,0.3,0.9
15565,0.0,0.9
15566,0.1,0.3
15567,0.1,0.2
15568,0.0,0.6
15569,0.1,0.1
15570,0.0,0.2
15571,0.0,0.0
15572,0.1,0.0
15573,0.1,0.4
15574,0.2,0.9
15575,0.0,0.1
15576,0.0,0.6
15577,0.2,0.3
15578,0.1,0.2
15579,0.6,0.8
15580,0.0,0.1
15581,0.2,0.9
15582,0.0,0.8
15583,0.2,0.9
15584,0.2,0.8
15585,0.9,1.0
15586,0.2,0.4
15587,0.1,0.8
15588,0.2,0.6
15589,0.3,0.7
15590,0.0,0.1
15591,0.0,0.0
15592,0.0,0.1
15593,0.0,0.1
15594,0.5,0.7
15595,0.1,0.5
15596,0.0,0.1
15597,0.0,0.0
15598,0.0,0.1
15599,0.0,0.1
15600,0.1,0.2
15601,0.1,0.6
15602,0.1,0.1
15603,0.0,0.1
15604,0.1,0.4
15605,0.2,0.5
15606,0.0,0.4
15607,0.1,0.9
15608,0.0,0.4
15609,0.0,0.9
15610,0.1,0.3
15611,0.2,0.3
15612,0.5,1.0
15613,0.2,0.6
15614,0.0,0.1
15615,0.1,0.6
15616,0.9,0.9
15617,0.0,0.6
15618,0.1,0.5
15619,0.0,0.0
15620,0.1,0.4
15621,0.2,0.6
15622,0.2,0.8
15623,0.0,0.2
15624,0.1,0.4
15625,0.0,0.2
15626,0.2,0.9
15627,0.0,0.1
15628,0.1,1.0
15629,0.0,0.5
15630,0.2,0.7
15631,0.0,0.2
15632,0.1,0.9
15633,0.7,0.9
15634,0.1,0.0
15635,0.3,0.9
15636,0.2,0.6
15637,0.1,1.0
15638,0.7,0.9
15639,0.0,0.7
15640,0.0,0.3
15641,0.8,0.9
15642,0.2,0.6
15643,0.0,0.0
15644,0.2,0.2
15645,0.1,0.3
15646,0.5,0.7
15647,0.8,0.9
15648,0.3,0.2
15649,0.0,0.0
15650,0.0,0.6
15651,0.0,0.1
15652,0.5,0.9
15653,0.7,0.9
15654,0.8,0.9
15655,0.1,0.3
15656,0.0,0.0
15657,0.0,0.1
15658,0.2,0.3
15659,0.1,0.8
15660,0.1,0.4
15661,0.3,0.4
15662,0.1,0.1
15663,0.1,0.4
15664,0.8,0.4
15665,0.2,0.2
15666,0.1,0.9
15667,0.0,0.2
15668,0.0,0.0
15669,0.1,0.3
15670,0.0,0.1
15671,0.1,0.1
15672,0.1,1.0
15673,0.0,0.4
15674,0.0,0.2
15675,0.7,0.6
15676,0.1,0.5
15677,0.3,0.3
15678,0.0,0.0
15679,0.2,1.0
15680,0.2,0.8
15681,0.1,0.7
15682,0.1,0.5
15683,0.8,0.9
15684,0.2,0.7
15685,0.0,0.1
15686,0.1,0.1
15687,0.1,0.5
15688,0.4,0.9
15689,0.1,0.9
15690,0.1,0.9
15691,0.3,0.7
15692,0.1,0.8
15693,0.0,0.0
15694,0.0,0.3
15695,0.1,0.9
15696,0.1,0.6
15697,0.2,0.6
15698,0.2,0.8
15699,0.1,0.2
15700,0.1,0.9
15701,0.0,0.7
15702,0.1,0.6
15703,0.7,0.9
15704,0.0,0.2
15705,0.5,0.7
15706,0.2,0.5
15707,0.1,0.2
15708,0.3,0.9
15709,0.1,0.1
15710,0.5,0.6
15711,0.1,0.6
15712,0.0,0.1
15713,0.1,0.6
15714,0.1,0.1
15715,0.2,0.5
15716,0.5,0.8
15717,0.1,0.9
15718,0.1,0.2
15719,0.5,0.3
15720,0.0,0.1
15721,0.1,0.6
15722,0.8,0.9
15723,0.3,0.9
15724,0.0,0.4
15725,0.1,0.4
15726,0.0,0.5
15727,0.3,0.8
15728,0.0,0.0
15729,0.1,0.3
15730,0.0,0.2
15731,0.2,1.0
15732,0.8,0.8
15733,0.8,0.3
15734,0.1,0.7
15735,0.0,0.0
15736,0.9,1.0
15737,0.0,0.2
15738,0.2,0.4
15739,0.6,0.8
15740,0.1,0.2
15741,0.9,0.9
15742,0.2,0.6
15743,0.5,0.8
15744,0.0,0.1
15745,0.4,0.5
15746,0.2,0.5
15747,0.1,0.2
15748,0.0,0.1
15749,0.5,0.9
15750,0.3,0.8
15751,0.1,0.3
15752,0.2,0.4
15753,0.0,0.0
15754,0.8,0.9
15755,0.0,0.7
15756,0.0,0.0
15757,0.2,1.0
15758,0.0,0.3
15759,0.5,0.7
15760,0.0,0.1
15761,0.8,0.9
15762,1.0,1.0
15763,0.1,0.1
15764,0.1,0.4
15765,0.3,0.9
15766,0.1,0.2
15767,0.3,0.3
15768,0.0,0.1
15769,0.1,0.2
15770,0.7,0.9
15771,0.0,0.1
15772,0.0,0.1
15773,0.3,0.9
15774,0.1,0.2
15775,0.6,0.4
15776,0.8,0.9
15777,0.1,0.2
15778,0.3,0.6
15779,0.7,0.3
15780,0.7,0.9
15781,0.1,0.5
15782,0.0,0.1
15783,0.1,0.5
15784,0.2,0.7
15785,0.1,0.5
15786,0.0,0.2
15787,0.1,0.7
15788,0.0,0.0
15789,0.1,0.2
15790,0.2,0.6
15791,0.0,0.1
15792,0.2,0.2
15793,0.2,0.2
15794,0.7,0.8
15795,0.1,0.3
15796,0.1,0.6
15797,0.7,0.8
15798,0.0,0.9
15799,0.0,0.1
15800,0.6,0.5
15801,0.0,0.1
15802,0.0,0.0
15803,0.4,0.6
15804,0.1,0.5
15805,0.1,0.7
15806,0.6,0.9
15807,0.0,0.1
15808,0.1,0.3
15809,0.1,0.7
15810,0.1,0.5
15811,0.0,0.5
15812,0.0,0.2
15813,0.1,0.8
15814,0.0,0.0
15815,0.5,0.9
15816,0.7,0.8
15817,0.0,0.4
15818,0.9,1.0
15819,0.0,0.0
15820,0.0,0.1
15821,0.5,0.9
15822,0.2,0.5
15823,0.1,0.3
15824,0.4,1.0
15825,0.4,0.5
15826,0.6,0.8
15827,0.0,0.2
15828,0.1,0.1
15829,0.1,0.6
15830,0.6,0.9
15831,0.1,0.4
15832,0.8,0.8
15833,0.3,0.8
15834,0.9,1.0
15835,0.1,0.9
15836,0.3,0.7
15837,0.2,0.9
15838,0.2,0.9
15839,0.2,0.8
15840,0.1,0.5
15841,0.3,0.5
15842,0.6,0.1
15843,0.1,0.8
15844,0.1,0.4
15845,0.0,0.2
15846,0.8,0.9
15847,0.0,0.8
15848,0.1,0.4
15849,0.5,0.9
15850,0.2,0.5
15851,0.2,0.4
15852,0.0,0.1
15853,0.3,0.7
15854,0.2,0.2
15855,0.2,0.2
15856,0.0,0.6
15857,0.0,1.0
15858,0.3,0.6
15859,0.1,0.2
15860,0.2,0.7
15861,0.1,0.5
15862,0.3,0.9
15863,0.3,0.9
15864,0.1,0.9
15865,0.0,0.2
15866,0.3,0.4
15867,0.1,0.4
15868,0.0,0.5
15869,0.1,0.1
15870,0.5,0.1
15871,0.2,0.7
15872,0.3,0.5
15873,0.5,0.7
15874,0.0,0.0
15875,0.0,0.9
15876,0.0,0.0
15877,0.3,0.6
15878,0.2,0.3
15879,0.0,0.1
15880,0.3,0.7
15881,0.7,0.6
15882,0.1,0.5
15883,0.0,0.1
15884,0.0,0.2
15885,0.1,0.2
15886,0.2,0.5
15887,0.0,0.3
15888,0.0,0.7
15889,0.0,0.0
15890,0.8,0.9
15891,0.2,0.2
15892,0.1,0.3
15893,0.0,0.1
15894,0.1,0.2
15895,0.2,0.8
15896,0.0,0.2
15897,0.3,0.2
15898,0.3,0.4
15899,0.6,0.9
15900,0.2,0.7
15901,0.1,0.1
15902,0.2,0.7
15903,0.2,0.5
15904,0.8,0.7
15905,0.2,0.1
15906,0.5,0.7
15907,0.1,0.8
15908,0.0,0.2
15909,0.2,0.6
15910,0.1,0.3
15911,0.1,0.1
15912,0.4,0.9
15913,0.1,0.2
15914,0.6,0.8
15915,0.2,0.9
15916,0.0,0.1
15917,0.7,0.9
15918,0.0,0.0
15919,0.7,0.8
15920,0.1,0.1
15921,0.0,0.1
15922,0.2,0.6
15923,0.1,0.0
15924,0.2,0.3
15925,0.0,0.2
15926,0.1,0.3
15927,0.2,0.9
15928,0.1,0.4
15929,0.0,0.2
15930,0.0,0.2
15931,0.0,0.1
15932,0.1,0.1
15933,0.2,0.0
15934,0.8,0.8
15935,0.8,0.9
15936,0.2,0.6
15937,0.1,0.8
15938,0.1,0.3
15939,0.5,0.9
15940,0.8,1.0
15941,0.1,0.1
15942,0.0,0.1
15943,0.0,0.0
15944,0.4,0.8
15945,0.1,0.1
15946,0.1,0.9
15947,0.1,0.2
15948,0.0,0.8
15949,0.2,0.5
15950,0.0,0.1
15951,0.0,0.0
15952,0.1,0.2
15953,0.0,0.0
15954,0.1,0.3
15955,0.2,0.5
15956,0.0,0.1
15957,0.1,0.3
15958,0.0,0.2
15959,0.1,0.6
15960,0.0,0.0
15961,0.2,0.9
15962,0.1,0.5
15963,0.6,0.7
15964,0.1,0.6
15965,0.2,0.4
15966,0.1,0.4
15967,0.4,0.4
15968,0.0,0.1
15969,0.4,0.5
15970,0.6,0.5
15971,0.1,0.6
15972,0.2,0.1
15973,0.1,0.3
15974,0.1,0.4
15975,0.0,0.0
15976,0.1,0.1
15977,0.4,0.7
15978,0.6,0.8
15979,0.0,0.3
15980,0.8,0.9
15981,0.1,0.8
15982,0.5,0.8
15983,0.5,0.9
15984,0.1,0.2
15985,0.0,0.1
15986,0.0,0.4
15987,0.2,0.3
15988,0.1,0.4
15989,0.8,0.4
15990,0.0,0.1
15991,0.1,0.2
15992,0.2,1.0
15993,0.1,0.2
15994,0.0,0.2
15995,0.0,0.2
15996,0.0,0.1
15997,0.1,0.1
15998,0.3,0.9
15999,0.2,0.3
16000,0.0,0.1
16001,0.0,0.3
16002,0.1,0.2
16003,0.3,0.6
16004,0.6,0.5
16005,0.2,0.7
16006,0.6,0.7
16007,0.3,0.8
16008,0.1,0.1
16009,0.7,0.9
16010,0.0,0.1
16011,0.3,0.9
16012,0.5,0.5
16013,0.9,0.9
16014,0.0,0.3
16015,0.2,0.2
16016,0.1,0.1
16017,0.0,0.1
16018,0.4,0.5
16019,0.3,0.6
16020,0.0,0.1
16021,0.1,0.9
16022,0.0,0.2
16023,0.0,0.1
16024,0.1,0.7
16025,0.2,0.9
16026,0.7,0.5
16027,0.3,0.8
16028,0.0,0.3
16029,0.0,0.2
16030,0.1,0.6
16031,0.6,0.9
16032,0.0,0.9
16033,0.1,0.2
16034,0.2,0.1
16035,0.1,0.3
16036,0.2,0.4
16037,0.2,0.2
16038,0.2,0.1
16039,0.3,0.7
16040,0.0,0.3
16041,0.9,0.8
16042,0.0,0.1
16043,0.0,0.2
16044,0.3,0.6
16045,0.2,0.1
16046,0.0,0.2
16047,0.1,0.7
16048,0.0,0.1
16049,0.0,0.4
16050,0.0,0.5
16051,0.0,0.2
16052,0.8,1.0
16053,0.1,0.3
16054,0.2,0.4
16055,0.0,0.1
16056,0.1,0.2
16057,0.0,0.4
16058,0.1,0.6
16059,0.9,0.9
16060,0.1,0.3
16061,0.0,0.0
16062,0.8,1.0
16063,0.1,0.2
16064,0.0,0.1
16065,0.4,0.7
16066,0.1,0.8
16067,0.1,0.2
16068,0.3,0.3
16069,0.2,0.7
16070,0.1,0.6
16071,0.7,0.8
16072,0.1,0.5
16073,0.0,0.1
16074,0.1,0.2
16075,0.2,0.4
16076,0.5,0.9
16077,0.0,0.4
16078,0.2,0.4
16079,0.0,0.0
16080,0.2,0.3
16081,0.1,0.2
16082,0.0,0.9
16083,0.2,0.3
16084,0.2,0.5
16085,0.1,0.4
16086,0.2,0.9
16087,0.3,0.3
16088,0.2,1.0
16089,0.1,0.3
16090,0.0,0.1
16091,0.0,0.8
16092,0.5,0.8
16093,0.3,0.6
16094,0.9,0.8
16095,0.1,0.5
16096,0.2,0.2
16097,0.2,0.2
16098,0.1,0.6
16099,0.0,0.2
16100,0.0,0.6
16101,0.4,0.9
16102,0.3,0.3
16103,0.1,0.1
16104,0.0,0.2
16105,0.0,0.3
16106,0.1,0.2
16107,0.0,0.0
16108,0.2,0.9
16109,0.1,0.1
16110,0.2,0.8
16111,0.0,0.0
16112,0.0,0.8
16113,0.1,0.1
16114,0.2,0.0
16115,0.1,0.2
16116,0.2,0.0
16117,0.1,0.4
16118,0.0,0.7
16119,0.1,0.1
16120,0.7,0.8
16121,0.0,0.9
16122,0.0,0.1
16123,0.6,0.4
16124,0.9,0.7
16125,0.0,0.2
16126,0.1,0.2
16127,0.0,0.3
16128,0.0,0.1
16129,0.0,0.5
16130,0.1,0.1
16131,0.0,0.1
16132,0.6,0.5
16133,0.1,0.2
16134,0.0,0.0
16135,0.7,0.8
16136,0.0,0.1
16137,0.1,0.2
16138,0.0,0.0
16139,0.0,0.6
16140,0.8,0.9
16141,0.0,0.7
16142,0.0,0.0
16143,0.1,0.3
16144,0.0,0.2
16145,0.1,0.3
16146,0.0,0.0
16147,0.0,0.1
16148,0.1,0.1
16149,0.2,0.3
16150,0.9,0.9
16151,0.0,0.1
16152,0.1,0.8
16153,0.1,0.1
16154,0.0,0.4
16155,0.3,0.7
16156,0.0,0.9
16157,0.1,0.9
16158,0.7,1.0
16159,0.4,0.8
16160,0.0,0.9
16161,0.2,0.2
16162,0.2,0.5
16163,0.0,0.1
16164,0.4,0.8
16165,0.7,0.9
16166,0.1,0.1
16167,0.0,0.8
16168,0.0,0.1
16169,1.0,0.9
16170,0.1,0.4
16171,0.6,0.8
16172,0.4,0.6
16173,0.3,0.8
16174,0.2,0.5
16175,0.3,0.1
16176,0.9,0.9
16177,0.1,0.1
16178,0.1,0.9
16179,0.0,0.4
16180,0.3,0.6
16181,0.0,0.1
16182,0.2,0.6
16183,0.0,0.1
16184,0.0,0.1
16185,0.0,0.1
16186,0.1,0.3
16187,0.1,0.1
16188,0.3,0.7
16189,0.2,0.3
16190,0.1,0.4
16191,0.5,0.9
16192,0.6,0.8
16193,0.3,0.8
16194,0.9,0.8
16195,0.9,1.0
16196,0.0,0.1
16197,0.6,0.8
16198,0.0,0.1
16199,0.0,0.2
16200,0.0,0.3
16201,0.1,0.3
16202,0.1,0.4
16203,0.1,0.4
16204,0.1,0.2
16205,0.0,0.7
16206,0.3,0.8
16207,0.1,0.2
16208,0.1,0.5
16209,0.1,0.3
16210,0.0,0.4
16211,0.2,0.5
16212,0.1,0.2
16213,0.0,0.5
16214,0.0,0.1
16215,0.7,0.8
16216,0.0,0.2
16217,0.1,0.2
16218,0.9,1.0
16219,0.0,0.1
16220,0.0,0.7
16221,0.3,0.8
16222,0.8,0.9
16223,0.9,0.8
16224,0.0,0.1
16225,0.2,0.6
16226,0.0,0.1
16227,0.0,0.2
16228,0.2,0.3
16229,0.1,0.9
16230,0.4,0.0
16231,0.0,0.1
16232,0.0,0.3
16233,0.0,0.7
16234,0.0,0.1
16235,0.1,0.5
16236,0.1,0.2
16237,0.2,0.7
16238,0.1,0.4
16239,0.1,0.5
16240,0.8,0.9
16241,0.0,0.2
16242,0.0,0.6
16243,0.0,0.0
16244,0.0,0.0
16245,0.1,0.6
16246,0.1,0.2
16247,0.1,0.3
16248,0.1,0.3
16249,0.0,0.3
16250,0.2,0.7
16251,0.0,0.1
16252,0.2,0.2
16253,0.3,0.8
16254,0.2,0.6
16255,0.3,0.4
16256,0.5,0.7
16257,0.2,0.3
16258,0.1,0.2
16259,0.0,0.1
16260,0.2,0.3
16261,0.0,0.1
16262,0.1,0.9
16263,0.3,0.7
16264,0.0,0.1
16265,0.0,0.1
16266,0.4,0.4
16267,0.3,0.6
16268,0.0,0.1
16269,0.0,0.8
16270,0.1,0.1
16271,0.1,0.1
16272,0.1,0.1
16273,0.1,0.5
16274,0.5,0.3
16275,0.6,0.7
16276,0.3,0.1
16277,0.3,0.4
16278,0.1,0.1
16279,0.2,0.7
16280,0.7,0.7
16281,0.0,0.1
16282,0.4,0.6
16283,0.0,0.4
16284,0.2,0.6
16285,0.0,0.1
16286,0.1,1.0
16287,0.0,0.2
16288,0.1,0.3
16289,0.2,0.5
16290,0.0,0.3
16291,0.2,0.5
16292,0.0,0.4
16293,0.8,0.7
16294,0.0,0.3
16295,0.0,0.2
16296,0.0,0.6
16297,0.1,0.3
16298,0.3,0.8
16299,0.2,0.9
16300,0.0,0.8
16301,0.0,0.6
16302,0.1,0.4
16303,0.1,0.4
16304,0.0,0.3
16305,0.1,0.7
16306,0.4,0.6
16307,0.8,0.9
16308,0.0,0.1
16309,0.1,0.3
16310,0.6,0.7
16311,0.1,0.6
16312,0.1,0.0
16313,0.1,0.5
16314,0.7,0.8
16315,0.1,0.3
16316,0.1,0.3
16317,0.1,0.1
16318,0.0,0.0
16319,0.0,0.1
16320,1.0,1.0
16321,0.7,0.3
16322,0.4,0.8
16323,0.0,0.3
16324,0.1,0.6
16325,0.7,0.8
16326,0.1,0.8
16327,0.0,0.2
16328,0.0,0.1
16329,0.2,0.4
16330,0.3,0.7
16331,0.1,0.4
16332,0.1,0.2
16333,0.6,0.7
16334,0.0,0.1
16335,0.1,0.9
16336,0.2,1.0
16337,0.1,0.2
16338,0.1,0.5
16339,0.3,0.2
16340,0.3,0.7
16341,0.0,0.8
16342,0.5,1.0
16343,0.0,0.1
16344,0.3,0.8
16345,0.2,0.7
16346,0.2,0.2
16347,0.0,0.2
16348,0.1,0.5
16349,0.1,0.9
16350,0.8,0.7
16351,0.2,0.8
16352,0.0,0.1
16353,0.1,0.2
16354,0.2,0.4
16355,0.1,0.7
16356,0.4,0.7
16357,0.3,0.6
16358,0.1,0.2
16359,0.0,0.6
16360,0.1,0.4
16361,0.1,0.4
16362,0.7,0.9
16363,0.1,0.2
16364,0.1,0.6
16365,0.2,0.6
16366,0.6,0.7
16367,0.1,0.5
16368,0.1,0.2
16369,0.2,0.4
16370,0.1,0.1
16371,0.1,0.3
16372,0.1,0.3
16373,0.7,0.9
16374,0.1,0.2
16375,0.0,0.1
16376,0.3,0.9
16377,0.0,0.3
16378,0.0,0.2
16379,0.0,0.1
16380,0.3,0.5
16381,0.0,0.1
16382,0.2,0.8
16383,0.3,0.3
16384,0.2,0.9
16385,0.1,0.3
16386,0.3,0.6
16387,0.1,0.7
16388,0.4,0.4
16389,0.0,0.3
16390,0.0,0.1
16391,0.8,0.9
16392,0.1,0.9
16393,0.0,0.1
16394,0.0,0.9
16395,0.0,0.1
16396,0.1,0.5
16397,0.0,0.1
16398,0.2,0.3
16399,0.0,0.1
16400,0.1,0.6
16401,0.0,0.1
16402,0.1,0.2
16403,0.4,0.3
16404,0.9,0.9
16405,0.3,0.7
16406,0.1,0.2
16407,0.7,0.9
16408,0.0,0.2
16409,0.7,0.9
16410,0.1,0.8
16411,0.0,0.1
16412,0.1,0.2
16413,0.1,0.1
16414,0.4,0.0
16415,0.0,0.3
16416,0.1,0.8
16417,0.1,0.3
16418,0.1,0.2
16419,0.5,0.9
16420,0.4,0.7
16421,0.4,0.9
16422,0.0,0.0
16423,0.1,0.6
16424,0.0,0.0
16425,0.0,0.1
16426,0.1,0.2
16427,0.0,0.4
16428,0.1,0.2
16429,0.0,0.0
16430,0.0,0.1
16431,0.4,0.2
16432,0.1,0.1
16433,0.6,1.0
16434,0.0,0.2
16435,0.2,0.7
16436,0.1,0.7
16437,0.2,0.1
16438,0.1,0.2
16439,0.2,0.5
16440,0.1,0.1
16441,0.1,0.3
16442,0.1,0.3
16443,0.3,0.8
16444,0.8,0.8
16445,0.0,0.5
16446,0.0,0.0
16447,0.1,0.1
16448,0.4,0.9
16449,0.6,0.9
16450,0.0,0.4
16451,0.4,0.9
16452,0.0,0.3
16453,0.1,0.7
16454,0.2,0.6
16455,0.0,0.1
16456,0.1,0.5
16457,0.1,0.6
16458,0.1,0.3
16459,0.1,0.5
16460,0.2,0.7
16461,0.1,0.3
16462,0.1,0.5
16463,0.2,0.6
16464,0.0,0.1
16465,0.1,1.0
16466,0.2,0.3
16467,0.1,0.7
16468,0.0,0.3
16469,0.2,0.7
16470,0.1,0.2
16471,0.0,0.1
16472,0.0,0.3
16473,0.9,0.6
16474,0.2,0.8
16475,0.6,0.7
16476,0.2,0.9
16477,0.1,0.5
16478,0.0,0.1
16479,0.0,0.4
16480,0.4,0.6
16481,0.0,0.1
16482,0.1,0.1
16483,0.1,0.2
16484,0.1,0.6
16485,0.0,0.4
16486,0.0,0.1
16487,0.1,0.9
16488,0.0,0.7
16489,0.1,0.1
16490,0.8,0.7
16491,0.0,0.1
16492,0.6,0.6
16493,0.3,0.3
16494,0.0,0.2
16495,0.0,0.1
16496,0.0,0.2
16497,0.2,0.1
16498,0.9,0.9
16499,0.0,0.3
16500,0.1,0.4
16501,0.3,0.3
16502,0.1,0.1
16503,0.2,0.5
16504,0.1,0.0
16505,0.1,0.4
16506,0.5,0.9
16507,0.0,0.5
16508,0.1,0.3
16509,0.0,0.1
16510,0.0,0.1
16511,0.1,0.2
16512,0.1,0.4
16513,0.2,0.6
16514,0.2,0.8
16515,0.1,0.9
16516,0.0,0.4
16517,0.7,0.7
16518,0.2,0.2
16519,0.1,0.1
16520,0.9,1.0
16521,0.1,0.3
16522,0.0,0.2
16523,0.4,0.7
16524,0.1,0.9
16525,0.5,0.3
16526,0.1,0.6
16527,0.2,0.1
16528,0.7,0.3
16529,0.2,0.7
16530,0.0,0.4
16531,0.1,0.1
16532,0.5,0.3
16533,0.2,1.0
16534,0.2,0.3
16535,0.1,0.1
16536,0.6,0.8
16537,0.2,0.6
16538,0.5,0.9
16539,0.0,0.0
16540,0.0,0.0
16541,0.2,0.5
16542,0.1,0.2
16543,0.2,0.5
16544,0.1,0.1
16545,0.2,0.3
16546,0.2,0.6
16547,0.6,0.8
16548,0.1,0.7
16549,0.0,0.1
16550,0.4,0.4
16551,0.3,0.6
16552,0.0,0.1
16553,0.1,0.2
16554,0.1,0.4
16555,0.1,0.1
16556,0.5,0.3
16557,0.0,0.4
16558,0.0,0.1
16559,0.2,0.6
16560,0.1,0.6
16561,0.1,0.6
16562,0.0,0.0
16563,0.5,0.2
16564,0.1,0.7
16565,0.0,0.9
16566,0.2,0.6
16567,0.1,0.6
16568,0.0,0.3
16569,0.7,0.9
16570,0.0,0.2
16571,0.1,1.0
16572,0.0,0.1
16573,0.0,0.1
16574,0.2,0.3
16575,0.3,0.2
16576,0.1,0.5
16577,0.0,0.1
16578,0.1,0.8
16579,0.0,0.4
16580,0.1,0.2
16581,0.1,0.6
16582,0.0,0.9
16583,0.0,0.1
16584,0.8,0.7
16585,0.2,0.5
16586,0.1,0.2
16587,0.3,0.9
